,refs
37,"The present review puts up-to-date the research on the biological activities and applications of polysaccharides, active biocompounds synthesized by marine unicellular algae, which are, most of the times, released into the surrounding medium (exo- or extracellular polysaccharides, EPS). Therefore, the great potentials of sPS from marine microalgae to be used as nutraceuticals, therapeutic agents, cosmetics, or in other areas, such as engineering, are approached in this review."
38,This review summarizes different mechanisms and the principal steps involved in chitin degradation at a molecular level while also discussing the coupling of community composition to measured chitin hydrolysis activities and substrate uptake.
39,"Therefore, in this article, we propose new, simple, easily-computed, and widely applicable notions of string covering that provide an intuitive and useful characterisation of a string: the enhanced cover; the enhanced left cover; and the enhanced left seed"
40,
41,
42,
43,
44,"Our work strongly suggests that the RET signalling pathway, by regulating the development of both the nervous and lymphoid system in the gut, has a key role in the molecular mechanisms that orchestrate intestine organogenesis."
45,
46,"Here we describe the current paradigm of secondary lymphoid organ development and discuss the subtle differences in the timing, molecular interactions, and cell types involved in the development of each secondary lymphoid organ."
47,"We propose interactive, dynamic visualisation tools to enable the biological community to interact with cellular signalling models directly for experimental design."
48,
49,
50,
51,
52,
53,"The paper addresses two key aspects of MDE for simulation development: the choice of appropriate modelling languages, and language adaptation, illustrated from a cell division and differentiation simulation development, for use in research on prostate conditions."
54,
55,
56,
57,
58,
59,"A new mixing model is proposed, which is local in composition space and which seeks to address problems encountered in flows with simultaneous mixing and reaction."
60,
61,
62,We present a framework to assist the diagrammatic modelling of complex biological systems using the unified modelling language (UML).
63,We examine two modeling approaches of HIV pathogenesis: Mathematical and Multi-Agent (or MA) Models.
64,
65,"This paper describes the changes that have occurred in relation to the production and yields per hectare of major crops (maize, wheat, sorghum and sugar cane) and discusses the factors that contributed to the changes."
66,
67,
68,The present analysis focuses on the small-scale fluctuations in a turbulent boundary layer with one external length scale y(o).
69,
70,
71,
72,
73,
74,"This paper gives an overview of the foundational issues related to case-based reasoning, describes some of the leading methodological approaches within the field, and exemplifies the current state through pointers to some systems."
75,
76,"This review outlines the taxonomic, ecological and chemical diversity between, and within, different algal groups and the implications for commercial utilisation of algae from natural populations. The biochemical diversity and complexity of commercially important types of compounds and their environmental and developmental control are addressed."
77,This paper discusses issues related to this slow take up and argues that quality of services is one of the contributing factors. The paper proposes a new Web services discovery model in which the functional and non-functional requirements (i.e. The proposed model should give Web services consumers some confidence about the quality of service of the discovered Web services.
78,We hereby discuss the relevance that justifies the international recognition of these subprojects in the current glycomics age associated with the beneficial outcomes that these glycans may offer in drug development.
79,The objective of this study was to determine changes in the expression and function of aggrecanases after disruption of chondrocyte CD44-HA interactions.Bovine articular chondrocytes or bovine cartilage tissue was pretreated with a variety of inhibitors of major signaling pathways prior to the addition of HA oligosaccharides.
80,
81,We propose an end user service composition approach for reducing the composition complexity and difficulty from the end user perspective.
82,This prompted us to examine enzymatic properties and primary structures of lionfish hyaluronidases.
83,"In this book, Paul Dourish addresses the philosophical bases of human-computer interaction. He looks at how what he calls ""embodied interaction"" -- an approach to interacting with software systems that emphasizes skilled, engaged practice rather than disembodied rationality -- reflects the phenomenological approaches of Martin Heidegger, Ludwig Wittgenstein, and other twentieth-century philosophers. He looks in particular at how tangible and social approaches to interaction are related, how they can be used to analyze and understand embodied interaction, and how they could affect the design of future interactive systems."
84,"In this paper, we investigated interactions of the acidic oligosaccharide sugar chain (AOSC), derived from brown algae Echlonia kurome OKAM, with amyloid beta protein (Abeta)."
85,
86,
87,
88,
89,"In this review, we aim to explore the potential of microalgal biodiversity and ecology for biotechnological use."
90,"The present review puts up-to-date the research on the biological activities and applications of polysaccharides, active biocompounds synthesized by marine unicellular algae, which are, most of the times, released into the surrounding medium (exo- or extracellular polysaccharides, EPS). Therefore, the great potentials of sPS from marine microalgae to be used as nutraceuticals, therapeutic agents, cosmetics, or in other areas, such as engineering, are approached in this review"
91,This review summarizes different mechanisms and the principal steps involved in chitin degradation at a molecular level while also discussing the coupling of community composition to measured chitin hydrolysis activities and substrate uptake.
92,
93,"This paper examines the 'heuristics and biases' approach to modelling decision-making, and attempts to extract insights which are relevant to designers working to inuence user behaviour for social or environmental benet|either by exploiting biases, or helping to counter those which lead to undesirable behaviour."
94,"This paper discusses three simple models of user behaviour - the pinball, the shortcut and the thoughtful - which emerge from user experience designers' statements about users while focused on designing for behaviour change."
95,
96,"This paper presents a proposed standard protocol, ODD, for describing IBMs and ABMs, developed and tested by 28 modellers who cover a wide range of fields within ecology."
97,"Our work strongly suggests that the RET signalling pathway, by regulating the development of both the nervous and lymphoid system in the gut, has a key role in the molecular mechanisms that orchestrate intestine organogenesis."
98,"In this book, George Lakoff and Mark Johnson suggest that these basic metaphors not only affect the way we communicate ideas, but actually structure our perceptions and understandings from the beginning. Bringing together the perspectives of linguistics and philosophy, Lakoff and Johnson offer an intriguing and surprising guide to some of the most common metaphors and what they can tell us about the human mind."
99,
