,refs
59,This revolutionary book provides fresh answers to long-standing questions of human origins and consciousness. Informing these insights is a new understanding of how Darwinian processes underlie the brain's development and function as well as its evolution. It injects a renewed sense of adventure into the experience of being human.
60,"She intended it for people whose work includes being active readers, and for them it does represent a useful work of synthesis."
61,"Introduction One of the tasks facing cognitive archaeology is to contribute towards an understanding of the nature and evolution of the human mind. We need to make explicit reference to past cognition when interpreting the archaeological record and to draw inferences from that data concerning ancient minds . In this paper I focus on one of these debates, that concerning whether the mind is a general purpose learning mechanism or composed of a series of relatively independent mental modules - psychological mechanisms dedicated to specific tasks or behavioural domains. My review of this debate suggests that a major feature of human cognitive evolution has been increased accessibility between mental modules resulting in a generalized intelligence, though one remaining within a modular architecture."
62,
63,"This is an open-access article distributed under the terms of the Creative Commons Attribution License, which permits non-commercial use, distribution and reproduction in any medium, provided the original work is properly cited.This paper argues that the CHREST architecture of cognition can shed important light on developing artificial general intelligence. The key theme is that ""cognition is perception."""
64,
65,"The goal of Artificial Intelligence is to identify and solve tractable informatioa processing problems. The goal of the subject is to identify interesting and solvable information processing problems, and solve them."
66,
67,
68,
69,
70,"|  The aim of this research project has been to investigate if autism spectrum conditions are characterised by an increased instability in certain cognitive functionings, specifically on short-term (temporal resolution of seconds to days)."
71,The contribution made by Clark's work is to show the range of ways in which cognition exploits bodily and environmental resources.
72,We support this thought and also propose that utilizing that the world is rich on information is essential. We develop this idea to show how attention and figure-ground segmentation by an active observer using multiple cues can be separated from analyzing and recognizing what is seen in a consistent way.
73,
74,
75,We submit that a distinction should be made between the faculty of language in the broad sense (FLB) and in the narrow sense (FLN).
76,"To provide adequate tests of these models, archaeologists must first subject these test implications to rigorous discussion, which is initiated here."
77,Here we report on two abstract representations engraved on pieces of red ochre recovered from the Middle Stone Age layers at Blombos Cave in South Africa.
78,
79,
80,"The aim of this article is to consider how health professionals can support patients who experience distress as a result of living with a long-term physical health condition that has altered their appearance. This article summarises the challenges for patients and health professionals surrounding body image, altered appearance and associated distress."
81,"The purpose of this study was to develop and validate a new patient-based outcome measure for hand/arm disorders for use in audit, clinical trials and effectiveness studies."
82,
83,
84,"The objective of this study was to ascertain the degree of satisfaction in postburn patients regarding their sexual lives, parameters associated with sexual dissatisfaction, if present, and ways to address the same."
85,
86,
87,"This paper summarizes  the important aspects of the sampling theory  for Cronbach's (1951) coefficient alpha, a widely used  internal consistency coefficient. This theory enables  researchers to test a specific numerical hypothesis  about the population alpha and to obtain confidence  intervals for the population coefficient."
88,"This paper reviews four major topics related to the long-term psychosocial rehabilitation for burn survivors; (1) Body image adjustment process; (2) Social functioning challenges; (3) Interventions designed to address psychosocial rehabilitation challenges; and (4) Current policy developments in the USA and the UK that focus on raising the rehabilitation standards for psychosocial care for burn survivors. While acknowledging the close relationship between body image distress and social functioning, these two areas are reviewed separately with the goal of addressing two specific questions."
89,
90,
91,
92,"The nature of these effects as well as potential effects due to ""gross errors"" in the data set should be investigated in order to determine which observations, if any, need to be analyzed separately or excluded entirely. The purpose of this paper is (1) to propose a new technique for identifying influential observations and observations containing ""gross errors"" and (2) to discuss situations under which each is likely to significantly alter the results of a factor analysis.factor analysis, influential observations"
93,
94,"OBJECTIVES To develop a psychometrically robust and widely applicable short form of the Derriford Appearance Scale, (DAS59), which (1) will reliably and validly assess the distress and difficulties experienced in living with problems of appearance, (2) is acceptable to clinical and non-clinical populations, and (3) facilitates research and clinical decision-making through good standardization and sensitivity."
95,The aim of this study was to assess the effectiveness of a new computerised CBT-based intervention (Face IT) in reducing anxiety and appearance-related distress for individuals with visible differences.
96,
97,"The identity of the KC1 binding site on the SNARE protein, described in this study, points to a novel role for the channel subunit in coordinating vesicle traffic."
98,"In this work, two closely related Qc-SNAREs--the AtSYP51 and the AtSYP52--are compared in their ability to influence different secretory pathways."
99,
