,refs
53,We introduce a neuroscientific approach that bears on this issue.
54,
55,
56,"Here, the author advances a very different view, the gender similarities hypothesis, which holds that males and females are similar on most, but not all, psychological variables."
57,
58,
59,
60,Abstract This paper is an attempt to put the work of the past several decades on the problems of implicit learning and unconscious cognition into an evolutionary context.
61,
62,
63,
64,
65,
66,"This study develops a theoretical model, grounded in the elaboration likelihood model (ELM), to assess how recipients use central and peripheral routes to elaborate e-WOM."
67,
68,
69,
70,
71,along with them is this rethinking intuition the psychology of intuition and its role in philosophical inquiry that can be your partner.
72,"With an eye towards human-centered automation, we contribute to the development of a systematic means to infer features of human decision-making from behavioral data."
73,
74,
75,
76,"This paper presents a framework to understand how conservation, in particular protected areas and national parks, are resisted, based on theories of subaltern politics and a review of thirty-four published case studies. In particular, it recognises the importance of continuing banned livelihood practices such as hunting or farming in resistance, and the particular symbolism this has in conflicts. As well as the theoretical contribution, by showing the variety of responses to this resistance this paper aims to make conservation practitioners more aware of the forms local resistance can take. Rather than being a simple call for a more socially just conservation, it goes beyond this to provide a tool to make conservation better for both local communities and biodiversity"
77,
78,
79,"In this paper we are going to analyze the dynamics of barriers to entry at the international level. In fact, the main objective for which the model was initially constructed was to test some propositions implying that variety growth is a necessary requirement for long term economic development."
80,This study was designed to explore the nature of the anomia that is a defining feature of semantic dementia. A particular focus of the study was the impact on naming of a previously unconsidered variable: the typicality of an object within its semantic category.
81,
82,
83,"The paper makes a crucial distinction between the potential value attainable through collaborations and its actual realization. The crux of our argument is that firms enter into collaborative relationships because these are expected to yield superior value relative to alternate organizational forms in certain situations, offering potentially synergistic combinations of complementary resources and capabilities, yet such relationships are frequently prone to failure because the partner firms tend not to recognize ex ante the nature and extent of transaction-specific investment that is required in the collaborative relationship to attain these synergies. In this light, transaction-specific investment in what we term relational specificity becomes imperative."
84,Purpose - The purpose of this study is to examine the concept of customer value and its role in building switching costs perceptions.
85,"Abstract This article integrates social network and exchange theory to develop a model of customer value based on three relational drivers: relationship quality (the caliber of relational ties), contact density (the number of relational ties), and contact authority (the decision-making capability of relational contacts)."
86,
87,
88,
89,
90,Assessing the applicability of frameworks developed in one country to other countries is an important step in establishing the generalizability of consumer behavior theories.
91,Abstract This study draws on depth interviews with 49 managers in customer firms and 55 managers in supplier firms and on discussions with 21 managers in two focus groups to propose a new way of thinking about customer solutions.
92,This research investigates avenues for differentiation through value creation in business-to-business relationships.
93,"A discussion of modularity in language production processes, with special emphasis on processes for retrieving words and building syntactic structures for a to-be-uttered sentence, is presented. The authors' 1st goal was to assess the extent to which information processing is encapsulated between different processing stages. Their 2nd goal was to propose an altemative framework that does not assume strict encapsulation but that maintains multiple levels of integration for production."
94,
95,
96,"In focusing on which constructs are ""active"" and therefore most meaningful at each stage, he has opened a new vista for research in this area."
97,"This paper begins with a brief description of a theoretical framework for semantic memory, in which processing is inherently sensitive to the varying typicality of its representations."
98,
99,
