,refs
53,The improvement in survival for patients with early-stage colorectal cancer treated with oxaliplatin has highlighted the need for valid and reliable assessment of peripheral neuropathy.The objective of this paper was to explore neuropathic symptoms in oxaliplatin-treated patients as assessed using different methods.Consecutive symptomatic patients reporting peripheral neuropathy after oxaliplatin chemotherapy for colorectal cancer were interviewed using a semi-structured clinical interview.
54,
55,The goal of Web search personalization is to tailor search results to a particular user based on that user's interests and preferences. We present an approach to personalized search that involves building models of user context as ontological profiles by assigning implicitly derived interest scores to existing concepts in a domain ontology.
56,
57,"In order to make sense of and explore this large-scale body of knowledge we need an accurate, comprehensive and up-to-date ontology of research topics. In this paper we present Klink-2, a novel approach which improves on our earlier work on automatic generation of semantic topic networks and addresses the aforementioned limitations by taking advantage of a variety of knowledge sources available on the web."
58,
59,
60,
61,"The recommendations are intended to provide interesting elements to users. This paper proposes a recommender system in the leisure domain, specifically in the movie showtimes domain. In detail, a domain ontology primarily serving a semantic similarity metric adjusted to the concept of ""packages of single items"" was developed in this research."
62,"This paper is presenting a generic ontology-based user modeling architecture, (OntobUM), applied in the context of a Knowledge Management System (KMS)."
63,We propose new metrics for computing semantic similarity of user profiles using spreading activation networks derived from ontologies. We propose new metrics for computing semantic similarity of user profiles using spreading activation networks derived from ontologies. We propose new metrics for computing semantic similarity of user profiles using spreading activation networks derived from ontologies.
64,"We explore a novel ontological approach to user profiling within recommender systems, working on the problem of recommending on-line academic research papers."
65,
66,
67,"This chapter provides an overview of  content-based recommender systems, with the aim of imposing a degree of order on  the diversity of the different aspects involved in their design and implementation."
68,"In this paper, we argue why these requirements should be satisfied and show that current systems do not meet them."
69,The paper aims to discuss this issue.
70,"This article summarizes the insights gained in automatic term weighting, and provides baseline single-term-indexing models with which other more elaborate content analysis procedures can be compared"
71,"However, they do not take in consideration the impact of the ontology evolution process on the performance of computational tasks - e.g., in this work we focus on instance tagging, similarity computation, generation of recommendations, and data clustering."
72,
73,"In this paper, we take a computational approach to analyze the content of reports."
74,
75,"Filling this gap is one of the main aims of the Games and Learning Alliance (http://www.galanoe.eu) European Network of Excellence on Serious Games, which has a focus upon pedagogy-driven SGs. This paper relies on the assumption that the fundamental aspect of SG design consists in the translation of learning goals/practices into mechanical element of gameplay, serving to an instructional purpose beside that of play and fun. This paper proposes the Learning Mechanics-Game Mechanics (LM-GM) model, which supports SG analysis and design by allowing reflection on the various pedagogical and game elements in an SG."
76,
77,"As this volume explores women's current experiences in the workplace, a critical emphasis is making visible what women encounter as their career trajectory ascends and suggesting how they can enhance their career choices and thrive in the hard-won positions they attain."
78,
79,This paper evaluates the possibility of using Google Scholar (GS) institutional level data to evaluate university research in a relatively automatic way.
80,
81,
82,"In this paper we analyse a new dataset of scholarly publications, the Microsoft Academic Graph (MAG)."
83,
84,
85,
86,
87,"If positive-outcome bias exists, it threatens the integrity of evidence-based medicine.We sought to determine whether positive-outcome bias is present during peer review by testing whether peer reviewers would (1) recommend publication of a ""positive"" version of a fabricated manuscript over an otherwise identical ""no-difference"" version, (2) identify more purposefully placed errors in the no-difference version, and (3) rate the ""Methods"" section in the positive version more highly than the identical ""Methods"" section in the no-difference version."
88,
89,
90,
91,
92,
93,
94,
95,We investigate the structure of scientific collaboration networks.
96,"In assessing possibilities and constraints of forecast application in Ceara, the present analysis takes into account three types of variables: (a)characteristics of the forecasts; (b) policymaking systems; and (c)institutional environments."
97,This strategy avoids 0.7 to 4.7 million annual premature deaths from outdoor air pollution and increases annual crop yields by 30 to 135 million metric tons due to ozone reductions in 2030 and beyond.
98,
99,
